"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE"
"cg10616224",0.320864220672863,0.512060486433078,6.08622702110759,5.58997490617029e-07,4.92392831387549e-05,6.100087109746,0.583363646582604,0.26249942590974,0.320864220672863,"13",49636769,"R","II","FNDC3A","Body","opensea","Body-opensea","","rs530279916;rs138586754","3;1"
"cg08370949",-0.261797286622281,0.567636514661839,-6.0849923473134,5.61109271654137e-07,4.9364938696292e-05,6.09643604584674,0.509459339856887,0.771256626479169,-0.261797286622281,"19",33182179,"R","II","NUDT19","TSS1500","shore","TSS1500-shore","chr19:33182609-33183562","rs371366290","37"
"cg09719231",0.315847328941017,0.610942861997874,6.08444578918485,5.62046657221894e-07,4.94174539388883e-05,6.09481980109676,0.6811311573181,0.365283828377083,0.315847328941017,"16",11828669,"F","II","TXNDC11","Body","opensea","Body-opensea","","rs4780399;rs115284063","32;39"
"cg06209897",-0.250764831976239,0.506725395810816,-6.08434273195218,5.62223583633801e-07,4.94229785300935e-05,6.09451504630416,0.450999877593874,0.701764709570113,-0.25076483197624,"10",53635551,"F","II","PRKG1","Body","opensea","Body-opensea","","rs181581848;rs186346677","0;6"
"cg20378687",-0.273406489272726,0.479039211473716,-6.08344663852658,5.63764335078648e-07,4.95028034218485e-05,6.09186515931817,0.418282213857555,0.691688703130281,-0.273406489272726,"3",160281681,"R","II","KPNA4","Body","shore","Body-shore","chr3:160282505-160283874","rs181267936;rs185858448","10;2"
"cg12583369",-0.259112295288784,0.482281017752149,-6.08340935791733,5.63828527439183e-07,4.95034117206217e-05,6.09175491431285,0.424700507687974,0.683812802976759,-0.259112295288784,"1",40361910,"R","II","MYCL1","3'UTR","opensea","3'UTR-opensea","","rs571640683","2"
"cg05798125",0.268785627527466,0.432326009775146,6.08267524728539,5.65094065863005e-07,4.95792760316988e-05,6.0895840185524,0.492056149225693,0.223270521698228,0.268785627527466,"16",28996362,"R","I","LAT","Body","opensea","Body-opensea","","rs557963747;rs576530173","44;43"
"cg15545247",-0.269005866617796,0.63892108942173,-6.08194702908943,5.66352262656983e-07,4.96543889543642e-05,6.08743053336643,0.579142007951108,0.848147874568904,-0.269005866617796,"12",123201372,"F","II","GPR109B","1stExon","opensea","1stExon-opensea","","rs148038408;rs529272724","0;35"
"cg19271615",0.397762745750554,0.560521753247235,6.08183320701262,5.66549175422501e-07,4.96595448391854e-05,6.0870939376862,0.648913474525136,0.251150728774582,0.397762745750554,"14",99868209,"R","II","SETD3","Body","opensea","Body-opensea","","rs558939981;rs575702385;rs544654896;rs555081227;rs574812940;rs540734967","49;25;19;18;12;2"
"cg12329404",-0.237267704600977,0.538192453290504,-6.08181342459447,5.66583406113006e-07,4.96595448391854e-05,6.08703543690374,0.485466296712509,0.722734001313486,-0.237267704600977,"21",47545624,"F","II","COL6A2","Body","island","Body-island","chr21:47545187-47546212","rs560109076;rs528015718;rs552437497;rs564552623;rs139225656","1;5;18;36;51"
"cg21576602",-0.291204485706745,0.541950463065698,-6.08065908025058,5.68584434782174e-07,4.97890620440234e-05,6.08362177896631,0.477238355130866,0.768442840837611,-0.291204485706745,"14",51012542,"F","II","ATL1","5'UTR","opensea","5'UTR-opensea","","rs374514102;rs113840635","1;20"
"cg05317396",-0.254915610705655,0.500484742396644,-6.0791887301698,5.71143525338245e-07,4.99427633800376e-05,6.07927356853938,0.443836828906499,0.698752439612154,-0.254915610705655,"2",238777765,"R","II","RAMP1","Body","opensea","Body-opensea","","rs187533997","9"
"cg26794034",0.296634285069966,0.494079260855858,6.07897965798021,5.71508345249412e-07,4.99544522936682e-05,6.07865528259012,0.559997990871406,0.263363705801441,0.296634285069966,"11",107695825,"F","II","SLC35F2","Body","opensea","Body-opensea","","rs574772291;rs535426824;rs1021901","1;26;36"
"cg07978331",-0.308393581524487,0.279309630855323,-6.07860599364852,5.72160952299053e-07,5.00064391659239e-05,6.07755024793452,0.210777723849881,0.519171305374368,-0.308393581524487,"16",75046041,"F","II","ZNRF1","Body","opensea","Body-opensea","","rs149801552","47"
"cg05514971",-0.277152553605316,0.507319352456847,-6.07816035944584,5.7294023299773e-07,5.00428211415677e-05,6.07623237245352,0.44572989610011,0.722882449705427,-0.277152553605317,"9",130329588,"R","II","FAM129B","Body","shore","Body-shore","chr9:130330540-130331180","",""
"cg22232843",0.266632720614719,0.619565632327059,6.07815215988428,5.72954581548744e-07,5.00428211415677e-05,6.07620812381371,0.678817348019218,0.412184627404499,0.266632720614719,"11",35822710,"R","II","TRIM44","Body","opensea","Body-opensea","","rs530935370","33"
"cg24891434",0.21392019973191,0.488152579712216,6.07745083036256,5.7418318531289e-07,5.01071917499185e-05,6.07413406884535,0.535690401874863,0.321770202142953,0.21392019973191,"11",69934031,"R","I","ANO1","Body","island","Body-island","chr11:69933919-69934209","rs369009893;rs567660905;rs201150364","41;8;1"
"cg04945153",-0.218186675874751,0.660222672962192,-6.07608318678867,5.76586661799142e-07,5.02459239091589e-05,6.07008947315594,0.611736744990025,0.829923420864776,-0.218186675874751,"6",31914068,"R","II","CFB","Body","opensea","Body-opensea","","rs4151667","46"
"cg02196748",0.21743146420438,0.80844387807792,6.07324350259241,5.81609373172608e-07,5.05612960970466e-05,6.06169138533712,0.856761981234449,0.639330517030069,0.21743146420438,"5",78559365,"R","II","JMY","Body","opensea","Body-opensea","","rs544613393;rs138051392","47;1"
"cg01549576",0.239315787205045,0.647972854216512,6.07209098251939,5.8366040569724e-07,5.07090026403488e-05,6.05828285953281,0.701154140262077,0.461838353057032,0.239315787205045,"6",157204552,"R","II","ARID1B","Body","opensea","Body-opensea","","rs556581746;rs148156507","15;1"
"cg00542147",-0.31913901615875,0.453050788281612,-6.07160463610784,5.84528087189329e-07,5.07671221129232e-05,6.05684450164654,0.382131006913001,0.701270023071751,-0.31913901615875,"1",211812995,"F","II","LOC105748977","TSS200","opensea","TSS200-opensea","","rs4951541;rs189793458;rs143754491;rs539651537;rs4245741;rs148130647","15;18;27;29;34;43"
"cg13200756",0.237285770048544,0.503901595570984,6.07114032408781,5.85357665248552e-07,5.08003011190397e-05,6.05547130417264,0.556631766692883,0.319345996644339,0.237285770048544,"6",76458041,"R","II","MYO6","TSS1500","shore","TSS1500-shore","chr6:76458437-76459267","",""
"cg18720818",-0.293137157359715,0.527035823616928,-6.07108693094081,5.85453137546371e-07,5.08034864487213e-05,6.05531339419156,0.461894233092547,0.755031390452261,-0.293137157359715,"16",67412708,"R","II","LRRC36","Body","opensea","Body-opensea","","rs556872286;rs568892623;rs536295465","51;22;2"
"cg07660627",0.362192764660374,0.689207068216554,6.07068161501171,5.86178392748624e-07,5.08425919998813e-05,6.05411467181084,0.769694349252193,0.407501584591819,0.362192764660374,"17",35481970,"F","II","ACACA","Body","opensea","Body-opensea","","rs543312764;rs79758897;rs9893030","5;36;50"
"cg17003018",-0.282690010961309,0.649679667773187,-6.06983688952829,5.87692807546762e-07,5.09466958051263e-05,6.05161638134276,0.58685966533734,0.86954967629865,-0.28269001096131,"5",76398488,"R","II","ZBED3-AS1","Body","opensea","Body-opensea","","rs539324308;rs556134723","38;1"
"cg03540917",0.286204916941033,0.681494394237675,6.06956255215564,5.88185480722501e-07,5.09740701532088e-05,6.05080501974409,0.745095486891238,0.458890569950205,0.286204916941033,"4",57686587,"F","II","SPINK2","Body","shore","Body-shore","chr4:57687610-57687906","rs537940835","31"
"cg26680644",-0.248126413743583,0.695922814039653,-6.06941948385612,5.88442576625764e-07,5.09810182847633e-05,6.05038188987279,0.640783610985524,0.888910024729107,-0.248126413743583,"1",24920997,"F","II","C1orf130","5'UTR","opensea","5'UTR-opensea","","rs564093962;rs531553053;rs74062022","0;49;50"
"cg17042439",0.270332730638337,0.656142589908457,6.06928835809639,5.88678310639367e-07,5.09963307430776e-05,6.04999408004454,0.71621653005031,0.445883799411973,0.270332730638337,"1",117529772,"R","II","PTGFRN","3'UTR","opensea","3'UTR-opensea","","rs539214006;rs139077680","3;2"
"cg20431273",-0.320127809367588,0.481223779687535,-6.06903684469317,5.89130739232289e-07,5.10252974272298e-05,6.0492502175589,0.410084266494737,0.730212075862325,-0.320127809367588,"5",138749919,"R","II","DNAJC18","Body","opensea","Body-opensea","","rs14764;rs201783854","39;24"
"cg10691866",-0.214492893384775,0.400325338178997,-6.06820087365785,5.90637013426792e-07,5.11199055315384e-05,6.04677778289145,0.352660250760159,0.567153144144933,-0.214492893384775,"7",65817282,"F","II","TPST1","Body","opensea","Body-opensea","","rs531810044;rs709595","36;51"
"cg06706550",0.20672281460022,0.473675493608236,6.06801030921503,5.90980917868549e-07,5.11394304450604e-05,6.04621417454526,0.519613896852729,0.312891082252509,0.20672281460022,"22",45125480,"F","II","PRR5","Body","island","Body-island","chr22:45124981-45125855","rs535829188;rs552578765","1;13"
"cg26960719",-0.277325914811009,0.696528616044897,-6.06716332844437,5.92511864789298e-07,5.12206361706945e-05,6.04370915530408,0.634900634975784,0.912226549786793,-0.277325914811009,"17",68071302,"F","II","KCNJ16","TSS200","opensea","TSS200-opensea","","rs548913912;rs570232595;rs537687802;rs8076244","0;1;39;45"
"cg02457461",0.279767355667712,0.507292019924396,6.06703266980627,5.92748388820581e-07,5.12359592730899e-05,6.04332271937721,0.569462543406109,0.289695187738397,0.279767355667712,"8",9913680,"R","II","MSRA","Body","shore","Body-shore","chr8:9911629-9912633","rs140016554","22"
"cg08781626",-0.255370293930641,0.54111669959589,-6.06680386763166,5.93162804848248e-07,5.12615292668145e-05,6.04264601311228,0.484367745389081,0.739738039319721,-0.25537029393064,"6",7561844,"R","II","DSP","Body","opensea","Body-opensea","","rs182364088;rs58684971;rs558046715","48;21;10"
"cg08260395",-0.214964150337087,0.28645562384714,-6.06640220418887,5.93891017695337e-07,5.12885706796221e-05,6.04145804837805,0.238685812661121,0.453649962998207,-0.214964150337087,"19",16830287,"R","II","NWD1","TSS1500","opensea","TSS1500-opensea","","rs556782193;rs576918705;rs114665871","51;14;2"
"cg08307107",-0.22520889261152,0.594889346909276,-6.06556854568374,5.95405298768415e-07,5.13885420332605e-05,6.03899239649222,0.544842926328938,0.770051818940458,-0.22520889261152,"9",124954298,"R","II","MORN5","Body","opensea","Body-opensea","","rs79876235","2"
"cg22867729",-0.244301832905742,0.724877559783519,-6.06505804104436,5.96334505952483e-07,5.14533291768359e-05,6.0374825047754,0.670588263582243,0.914890096487985,-0.244301832905742,"12",121622315,"F","II","P2RX7","Body","opensea","Body-opensea","","rs118111623;rs142602802;rs148973703;rs200100085;rs139612233","1;5;11;22;28"
"cg03259515",-0.291765452259017,0.621132484613235,-6.06468374279045,5.97016718248522e-07,5.14864978409245e-05,6.03637545900864,0.556295717444565,0.848061169703582,-0.291765452259017,"10",125440958,"R","II","GPR26","Body","opensea","Body-opensea","","rs34692198","27"
"cg07408062",-0.201452562279839,0.565580370400377,-6.06396160243248,5.98335136416227e-07,5.15744722342397e-05,6.0342396055559,0.520813134338191,0.72226569661803,-0.201452562279839,"17",41000891,"R","II","AOC2","Body","opensea","Body-opensea","","rs190168308;rs537939446","24;2"
"cg24352349",-0.210543560341449,0.633591400834146,-6.06369339307771,5.98825552329402e-07,5.15961656453692e-05,6.0334463271847,0.586803942980491,0.79734750332194,-0.210543560341449,"22",45597767,"R","I","C22orf9","Body","shore","Body-shore","chr22:45598721-45599080","rs576160771;rs542450443","50;13"
"cg16677600",0.301461126217343,0.501039267670688,6.06239516224322,6.01205050659008e-07,5.17290062031443e-05,6.02960654540744,0.56803062905232,0.266569502834977,0.301461126217343,"4",53878885,"R","II","SCFD2","Body","opensea","Body-opensea","","rs541835434;rs558409593;rs192429129;rs141897875","25;8;4;2"
"cg10395657",-0.347279967588405,0.596639622131906,-6.06190425085546,6.02107301196129e-07,5.17808685073431e-05,6.02815456394883,0.519466296001149,0.866746263589555,-0.347279967588405,"15",60840281,"R","II","RORA-AS1","Body","opensea","Body-opensea","","rs190674479;rs568556247","17;4"
"cg20290884",-0.227376086224188,0.567893006049158,-6.06134244279696,6.03141520601491e-07,5.18491783759237e-05,6.02649288205003,0.517364986888227,0.744741073112415,-0.227376086224188,"16",70613716,"R","II","IL34","TSS200","opensea","TSS200-opensea","","rs75269957","49"
"cg15407723",-0.226731774574882,0.344561659751756,-6.05893253505721,6.07598123831687e-07,5.21130984935295e-05,6.01936491218087,0.294176820957338,0.520908595532219,-0.226731774574882,"20",61846439,"F","II","YTHDF1","Body","shore","Body-shore","chr20:61846843-61848103","rs567236848;rs189814703","13;28"
"cg25938530",0.202947784941774,0.60531881909738,6.05787528224095,6.09563697269623e-07,5.22453986837083e-05,6.01623774791481,0.650418326862218,0.447470541920444,0.202947784941774,"3",52812367,"F","II","ITIH1","TSS200","opensea","TSS200-opensea","","rs201399012;rs150656991;rs144900443;rs200905720;rs141524894;rs34925267;rs148028644","1;11;19;21;43;48;49"
"cg13190608",0.249498657025313,0.713444861903887,6.05755081973635,6.10168194632995e-07,5.22712970509966e-05,6.01527804038441,0.768889007909512,0.519390350884199,0.249498657025313,"17",37322730,"F","II","ARL5C","TSS1500","shore","TSS1500-shore","chr17:37321482-37322099","rs191590220;rs3025203","1;21"
"cg05752943",-0.204491438804979,0.381273895273982,-6.05731692307191,6.10604334260217e-07,5.23034766568165e-05,6.01458621030529,0.33583135331732,0.540322792122299,-0.204491438804979,"3",183749173,"F","II","HTR3D","TSS1500","opensea","TSS1500-opensea","","rs527779519;rs569390569;rs187066414;rs191963608;rs557188558","8;32;44;47;50"
"cg16436762",-0.240212630618388,0.612100299128167,-6.05664274327269,6.11863206690567e-07,5.23749815659934e-05,6.01259208331052,0.558719714546303,0.798932345164691,-0.240212630618388,"11",94307971,"R","II","PIWIL4","Body","opensea","Body-opensea","","rs142326519","2"
"cg09652746",-0.269448971209711,0.570671163020625,-6.05640439214374,6.1230889423562e-07,5.23982308702023e-05,6.0118870721986,0.510793613862911,0.780242585072623,-0.269448971209711,"16",67225437,"F","II","E2F4","TSS1500","opensea","TSS1500-opensea","","rs573143069","20"
"cg13142463",-0.285338835621515,0.543275383279131,-6.05625087659964,6.12596122024467e-07,5.24072742159299e-05,6.0114329927755,0.479866753141017,0.765205588762532,-0.285338835621515,"15",71335875,"F","II","LRRC49","Body","opensea","Body-opensea","","",""
"cg05836030",-0.280316154681986,0.557610704040493,-6.05624655796071,6.12604204158373e-07,5.24072742159299e-05,6.01142021878322,0.495318225222274,0.77563437990426,-0.280316154681986,"4",8474861,"F","II","TRMT44","Body","opensea","Body-opensea","","rs116651982;rs190368690","1;40"
"cg12337480",-0.297923389766652,0.642704950421683,-6.05503565121927,6.14874586122032e-07,5.2549498167728e-05,6.00783849021715,0.57649975269576,0.874423142462412,-0.297923389766652,"7",143132029,"F","II","EPHA1-AS1","Body","opensea","Body-opensea","","rs540237981;rs564870789","0;29"
"cg17087808",-0.270491158379687,0.595590001265448,-6.05484583236213,6.15231250424664e-07,5.25687502256013e-05,6.00727702367485,0.535480854958851,0.805972013338538,-0.270491158379687,"10",60040663,"F","II","CISD1","Body","opensea","Body-opensea","","rs576149226","40"
"cg05008800",-0.26555977455367,0.430057770465431,-6.05481868110495,6.15282283840699e-07,5.25687502256013e-05,6.00719671270586,0.371044487231282,0.636604261784952,-0.26555977455367,"7",31380808,"F","II","NEUROD6","TSS1500","opensea","TSS1500-opensea","","rs2233401;rs2233400","9;41"
"cg08308442",-0.293409567136505,0.534559550640954,-6.05471443965114,6.15478255202695e-07,5.25703759740286e-05,6.00688837572095,0.469357424610619,0.762766991747125,-0.293409567136506,"8",124277663,"R","II","ZHX1","Body","opensea","Body-opensea","","rs574841914;rs190515418","50;1"
"cg17779658",0.248181500442047,0.552239907090901,6.05471151744781,6.15483749775171e-07,5.25703759740286e-05,6.00687973209854,0.607391351633578,0.359209851191531,0.248181500442047,"8",29606753,"F","II","C8orf75","TSS1500","opensea","TSS1500-opensea","","rs79151688","21"
"cg14057241",-0.22981081851858,0.537978357113648,-6.05399105528093,6.16839926290043e-07,5.26705989451055e-05,6.00474866143025,0.486909286331742,0.716720104850322,-0.22981081851858,"9",132402804,"F","II","ASB6","Body","shore","Body-shore","chr9:132403872-132404743","rs545994832;rs559454919;rs148420909;rs528323882","0;26;30;40"
"cg17126555",-0.279205159505453,0.629961060147573,-6.0522573781806,6.20115648918753e-07,5.28876178530188e-05,5.99962052780184,0.567915469146361,0.847120628651814,-0.279205159505453,"19",10445516,"R","II","RAVER1","TSS1500","island","TSS1500-island","chr19:10443688-10446022","rs200939629","10"
"cg25303818",-0.242187582145703,0.666168235238798,-6.05213621142185,6.20345240762029e-07,5.28988378789825e-05,5.99926211957958,0.612348772539752,0.854536354685456,-0.242187582145703,"19",16637839,"F","II","CHERP","Body","shore","Body-shore","chr19:16635980-16636825","",""
